,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_ABBR,State,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS,Total,Asian alone,Proportion of Asian Population,AAHC number 2020,AAHC rate per Asian capita in %,AAHC rate per capita in %
191,1088648,2020,NJ0110700,"Lawrence Township, Mercer County",City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",17-SEP-20,4.0,,1,1.0,0.0,Asian,Unknown,1,Intimidation,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
192,1304598,2020,NJ0115000,Princeton University,University or College,NJ,New Jersey,Middle Atlantic,Northeast,7,"Cities under 2,500",04-AUG-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
193,917041,2020,NJ0120500,Edison Township,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",04-APR-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Simple Assault,1.0,Park/Playground,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
194,1304610,2020,NJ0120500,Edison Township,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",14-MAY-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
195,917046,2020,NJ0121300,"Monroe Township, Middlesex County",City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",01-JUN-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Convenience Store,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
196,1088670,2020,NJ0121300,"Monroe Township, Middlesex County",City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",01-AUG-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
197,1236258,2020,NJ0121700,Piscataway Township,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",12-NOV-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
198,710140,2020,NJ0121800,Plainsboro Township,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",27-JAN-20,,1.0,1,0.0,1.0,White,Unknown,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
199,1236263,2020,NJ0122100,South Brunswick Township,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",04-OCT-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
200,917056,2020,NJ0122200,South Plainfield,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",12-FEB-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
201,917150,2020,NJ0122200,South Plainfield,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",09-MAY-20,,1.0,1,0.0,1.0,White,Unknown,1,Intimidation,1.0,Department/Discount Store,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
202,1088700,2020,NJ0131100,Eatontown,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",05-AUG-20,2.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,2.0,Residence/Home,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
203,917158,2020,NJ0131800,Holmdel Township,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",24-MAY-20,,,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Park/Playground,Anti-Asian,Unknown,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
204,917162,2020,NJ0131900,Howell Township,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",01-APR-20,1.0,,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
205,1088717,2020,NJ0131900,Howell Township,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",07-AUG-20,1.0,,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
206,1236387,2020,NJ0132800,Marlboro Township,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",11-OCT-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
207,917280,2020,NJ0133700,"Ocean Township, Monmouth County",City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",29-JUN-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Hotel/Motel/Etc.,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
208,1304653,2020,NJ0141000,East Hanover Township,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",02-OCT-20,,1.0,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
209,917285,2020,NJ0141200,Hanover Township,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",24-MAR-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
210,1088810,2020,NJ0160200,Clifton,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",26-AUG-20,1.0,,2,2.0,0.0,White,Unknown,1,Intimidation,1.0,Department/Discount Store,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
211,710300,2020,NJ0160900,Pompton Lakes,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",11-MAR-20,,1.0,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
212,1088813,2020,NJ0180000,Somerset,County,NJ,New Jersey,Middle Atlantic,Northeast,9D,"MSA counties under 10,000",29-SEP-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
213,917237,2020,NJ0181300,Montgomery Township,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",10-MAR-20,1.0,,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
214,710249,2020,NJ0181400,North Plainfield,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",02-FEB-20,1.0,,1,1.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Grocery/Supermarket,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
215,917327,2020,NJ0181600,Raritan,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",27-MAR-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Convenience Store,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
216,1088836,2020,NJ0181600,Raritan,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",18-JUL-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
217,1236526,2020,NJ0191500,Newton,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",12-DEC-20,1.0,,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
218,917333,2020,NJ0200300,Cranford Township,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",01-APR-20,2.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,2.0,Residence/Home,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
219,917263,2020,NJ0202000,Westfield,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",14-JUN-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
220,1088867,2020,NJ0202400,Kean University,University or College,NJ,New Jersey,Middle Atlantic,Northeast,7,"Cities under 2,500",10-SEP-20,1.0,,0,0.0,0.0,Unknown,Unknown,1,Intimidation,1.0,School-College/University,Anti-Asian,Individual,S,S,9288994,950090,0.1022812589,50,0.005262659327011125,0.0005382714209956427
221,1319535,2020,NV0020100,Las Vegas Metropolitan Police Department,City,NV,Nevada,Mountain,West,1A,"Cities 1,000,000 or over",25-OCT-20,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
222,1343249,2020,NV0020200,North Las Vegas,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",09-OCT-20,1.0,0.0,0,,,Unknown,Unknown,1,Motor Vehicle Theft,1.0,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
223,1319074,2020,NV0160000,Washoe,County,NV,Nevada,Mountain,West,9A,"MSA counties 100,000 or over",16-NOV-20,0.0,0.0,1,1.0,0.0,Asian,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Asian,Society/Public,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
224,1319138,2020,NV0160100,Reno,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",13-AUG-20,0.0,0.0,1,1.0,0.0,Asian,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Society/Public,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
225,1319149,2020,NV0160100,Reno,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",05-JUL-20,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Asian,Individual,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
226,1319157,2020,NV0160100,Reno,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",25-JAN-20,1.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Law Enforcement Officer,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
227,1319187,2020,NV0160100,Reno,City,NV,Nevada,Mountain,West,1C,"Cities from 250,000 thru 499,999",25-SEP-20,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Asian,Individual,S,S,3104614,272703,0.08783797277,7,0.002566895120332376,0.00022547086368869047
228,895239,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",10-MAR-20,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
229,895240,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",24-MAR-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
230,895246,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",28-MAR-20,,,3,,,Multiple,,1,Aggravated Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
231,895265,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",12-MAR-20,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
232,895277,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",10-MAR-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
233,902579,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",20-MAR-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
234,902586,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",11-MAR-20,,,1,,,White,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
235,902594,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",10-MAR-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
236,902598,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",20-MAR-20,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
237,902611,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",19-MAR-20,,,1,,,Black or African American,,1,Not Specified,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
238,902629,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",16-MAR-20,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
239,902655,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",08-APR-20,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,,Residence/Home,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
240,902659,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",19-APR-20,,,1,,,Unknown,,1,Simple Assault,1.0,Residence/Home,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
241,902662,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",21-APR-20,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,,Residence/Home,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
242,902663,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",21-APR-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
243,902665,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",12-MAY-20,,,1,,,Unknown,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
244,902671,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",26-APR-20,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
245,902682,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",24-MAY-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
246,902683,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",15-MAY-20,,,1,,,Unknown,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
247,902684,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",03-MAY-20,,,1,,,Unknown,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
248,1339603,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",02-SEP-20,,,1,,,Unknown,,1,Aggravated Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
249,1339627,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",28-DEC-20,,,1,,,White,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
250,1339711,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",13-JUN-20,,,1,,,Unknown,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
251,1339763,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",18-OCT-20,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
252,1339778,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",30-JUL-20,,,1,,,White,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
253,1339780,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",31-JUL-20,,,1,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
254,1339787,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",23-JUL-20,,,1,,,Unknown,,1,Aggravated Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
255,1339812,2020,NY0303000,New York,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",17-DEC-20,,,1,,,Black or African American,,1,Robbery,,Other/Unknown,Anti-Asian,Other,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
256,895228,2020,NY0510100,Suffolk County Police Department,County,NY,New York,Middle Atlantic,Northeast,9A,"MSA counties 100,000 or over",28-APR-20,,,1,,,Unknown,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
257,1339592,2020,NY330SS00,State Police:,State Police,NY,New York,Middle Atlantic,Northeast,9D,"MSA counties under 10,000",28-FEB-20,,,1,,,Unknown,,1,Simple Assault,1.0,Other/Unknown,Anti-Asian,Individual,S,S,20201249,1933127,0.09569343955,30,0.001551889762028051,0.0001485056691296662
